id,label,text
576,14783134 15697333 14854817 14925479,14859143 14858372 14713229 14854554 42 110 104 116 14716559 14859143 14858372 14713229 14854554 15252363 110 104 116 14716559
577,14856354 14844592,77 67 85 98 102 99 14850237 14925193 77 67 85 98 102 99 14717874 14854807 15638402 15706300 14851759 15252363 14925757 14717871 14782384 14780567 14924188 14717874 14854807 14925473 14849963 14925473 14785418 14847398 14976901
578,15630486 15702410 14718849 15709093,14792627 14846121 14849437 15630986 15632262 14849695 14783409 14846610 70 87 87 15252363 14780834 14783409 14846610 14781097 15710364 15705739 14846093 14782641 15630986 15632262 15252363 14854539 14782359 14846610 14781097 14720387 14851225 14846610 14854539 14782359 15252363 14924962 14846093 14846610 14781097 14720387 14716337 14780294 14846090 15638927
579,14924216 14781104 14717848 14791612,125 111 102 104 127 110 88 110 104 116 15706282 15636660 15710891 14782848 14854800
580,15630486 15702410 14718849 15709093,14717352 14854565 14720179 14783914 70 105 99 117 104 110 99 14717352 14854565 14720179 14783914
581,15632285 15706536 14721977 14925219,14717874 15706266 14720387 14780834 14846116 14717874 15706266 14785469 14851759 14925245 14858138 15706258
582,14858934 15636660 15704193 14849963,14924678 14925725 14925206 15697555 14728347 14925738 14858372 15697555 14728347 14925738 14858372 14786472 14849723 14846124 14925738 14858372 14720387 15708546 15637633 15252363 14846850 14849964 14849723 14846124 14925738 14858372 14720387 14782087 14785422 14847384 15697082 15252363 14859953 15697082 14853016 14853021 14794663 15632020 14780834 14844578 15252363 14788755 14852485 14858665 14923942 14854565 14785418 15252363 15631785 14924977 14854565 14785418 15252363 14858665 14846621 14854565 14785418 14976901
583,15630486 15702410 14718849 15709093,112 98 100 111 102 115 88 106 119 88 109 102 113 102 112 98 100 111 102 115 88 106 119 88 109 102 113 102
584,14924216 14781104 14717848 14791612,15706243 14791308 14780834 14846116 70 105 99 117 104 110 99 14719884 14925713 14717579 14854817 15699126 15706282 15252363 14720697 15706250 14782894 14717613 15698819 15699126 15706282 14786472 14925703 14789561 14716075 14716606 14720387 14854553 14786216 14846116 15706282 14854817 14925479 102 119 119
585,14844093 15705739 14854331 15699885,14925726 14858120 14925195 14785469 14851759 14925245 14850237 14722695 14785418 14847398 14717871 14925193 14925216 14849158 14854564 14924711
586,14847385 14844587 14848641 14847398,126 114 126 110 105 88 119 126 115 111 104 105 14786237 15697082 15697549 14853038
587,14924216 14781104 14717848 14791612,14786227 14853038 14858120 14716048 53 15638929 14789561 52 67 15708335 14859956 14846135 14721977 14925219 14794687 14782344 43 14785415 15701899 14785415 14782641 14858141 14720387 14854567 14716590 14794687 14782344 14720169 14847626 14783400 14781318 70 105 99 117 104 110 99 53 41 55 14846093 14924962 14925709 14716559 14785451 14925756 14791302 14785469 14850444 14976901 15632270 14781614 14857881 14925193 14924455 15696045 14856374 14720387 14846120 14716854 14858120 14716048 43 14781837 14854532 14860193 14851225 14854577 14976901 14850991 15710366 15630475 14785422 14924455 15696045 14856374 14720387 14858120 14847916 14853506 43 14779815 15634613 14780075 15637150 14720387 14858120 15638181 14976901 14846120 14924962 14925705 14924455 14720387 14858120 14716048 14782631 14781599 14782631 14785176 14850999 14715310 14849923 14721162 14785422 15708580 14720387 14715310 14844592 14849419 14794687 14782344 14850991 15710366 15630475 14925705 14844593 14924945 14844604 14858120 14716048 14720387 14785420 14846092 14924971 14925205 14847407 43 14847873 14925228 14858412 14925463 14925705 14783409 15698352 38 14786227 14853038 14858120 14716048 43 14860193 14728350 14924455 14788744 14853038 15638452 14844558 15699883 14720387 14858372 14779522 38 14925706 14849931 15639689 14788539 14720387 14854577 14844592 14849419 15639223 14849158 43 15705218 15639223 14925741 14780320 14924424 14854530 38 14781334 15632270 14925706 14782890 14844093 14782903 14720387 14782641 14858141 15637140 15705218 43 15705218 14782121 14846120 14716854 14720387 14858120 14716048 43 14846120 14716854 14976902 14925741 14780320 14976902 14793605 14925225 14976902 15631024 14714284 15042465 15042465 14854539 14844591 14717878 14924455 14845597 14925756 38 14852794 14846092 14925205 14720191 14781595 15706552 43 14860193 14858120 14716048 14728340 15706241 14785715 14853021 14782903 14785420 14846092 43 14860201 14847406 14852794 14846092 14713504 14782878 14858120 14716048 43 14784411 14854332 15630486 14860166 43 14847873 14925228 14852753 14847414 14849419 14783409 15698352 38
588,14924216 14781104 14717848 14791612,14724258 15708039 14724258 15706282 14785469 14784899 14716559 88 102 105 99 117 104 110 99 14724258 15708039 14724258 15706282 14785469 14784899 14716559 102 119 119 14786472 14925703 14789561 15637145 14860223 14854553 14717871 14720387 14782092 14785469 14728351 14785451 14854817 14925479 102 119 119 15252363 14789283 14716559 14785451 15632261 14849935 14783134 15697333 14785469 14784899 15710364 15705739 14924472 14717871 15252363 15710366 15630475 14791090 14720145 14925185 14859963 14844856 14851242 14849419 14858120 14854817 14720387 14728351 14785451 15708803 14794135 15252363 14717871 14782384 15710367 14846120 14924962 15710364 15705739 14715050 14728608 14720387 14723494 14718849 15252358
589,14924216 14781104 14717848 14791612,14782903 14791341 14846621 14854565 88 102 105 99 117 104 110 99 14721212 14847407 15706551 14858898 14859956 14846135
590,14786237 15697082 14722731 14924977,14792378 15710881 14781858 14924976 14853024 14844591 88 110 104 116 38 39 38 39 38 39 14844554 15709118 14780348 14786971 83 72 87 39 52 15252363 14856354 14844592 14726844 14724011 14925703 14849930 38 39 38 39 38 38 39 38 39 38 39 53 55 55 55 14925696 14717871 14782384 15252363 50 55 55 55 55 14924986 14852794 15706243 14726585 14849158 14859667 14717871 39 38 39 38 39 38 14792378 15710881 14781858 14924976 14853024 14844591 15252363 14786452 15710881 14727830 14925716 14925725 14844093 14849158 15252363 14791090 14720145 14844591 14851258 52 50 51 14925741 14850185 14860165 53 55 55 55 55 14853021 14854577 14728328 15635335 14848641 15252363 14851213 14781611 62 55 55 55 14789561 15710881 14850444 15252363 14788744 14853038 54 55 14925696 14785190 14785415 14782903 14792378 15710881 14781858 14924976 14923942 14780072 15252358 14847384 15697082 14924940 14728330 15252381 14780297 14925455 14925495 15252363 14849197 14925741 15710881 14785715 14924216 14854555 15252376 14976919 14792378 15710881 14781858 14924976 14976918 14792320 14780348 14785415 14782903 14785415 14785156 14856070 14720387 14728328 15635335 14848641 14781858 14924976 14976919 14924976 14788539 14846085 15697796 14976918 14788542 14781097 14727830 14846092 14854553 15638146 15709098 15710881 14924976 14788539 15252363 14858640 14844093 15710881 14789561 14846085 15697796 14782359 14925219 14924976 14976919 15638154 14924976 14780821 15705739 14976918 14785451 14850999 14724011 14925703 14782092 15638154 14924976 14923908 15635335 14923942 14780072 15252363 14925495 15710881 14924216 14854555 14782638 14719138 15632020 15252358 14976919 15706277 15634601 14859666 14924976 14976918 14719146 14923942 14721173 14851225 14846609 14854577 14719896 14854553 14859666 14924976 15252363 14719878 14846396 15706543 14924976 15710367 14924976 14925452 14714017 14780091 14976919 14717874 15706266 14849455 15706277 14976918 14720179 14780834 14717874 15706266 14728328 15635335 14848641 15252363 14716854 14780297 14925455 14722954 14924976 14780297 14925455 14722954 14924417 14782358 14786472 15698075 15646616 15252363 14852485 14924434 15632270 15710881 15252376 14976919 15635335 15630472 14780821 15705739 14976918 14792378 15710881 15635335 15630472 14780821 15705739 14786971 15252363 14719884 14847916 14925245 14850991 14925495 14924935 14925455 15710881 14976919 15632270 15710881 14856354 14844592 14976918 14925757 15698075 15646616 14716606 15706553 14925185 14782903 14782092 15632270 15710881 15252363 14858900 14713777 14779823 14925464 14846120 14924962 14781326 14713504 14924976 14788539 14846909 15634611 14976902 14728608 14847916 14976902 14851258 14847916 14976902 14780821 15630472 14723726 14785190 14924977 14723740 15632270 14976919 14782903 15710881 14844596 14791855 14976918 14785415 14782903 14785415 14846093 14782641 14720387 14792378 15710881 15708803 15706536 15252363 15706542 14924455 14858412 15632280 14782359 14925757 14782641 14858141 14792378 15710881 15710649 14925245 14858372 14925738 14785422 15710134 14925185 15252363 15710367 14786472 14858640 14788755 14788755 14924935 14925455 15710881 14852794 15252376 14976919 14792378 15710881 14854331 15709098 14976918 14780567 14924188 15641759 14794626 14851257 14716544 14976902 15704193 15639958 14976902 15706557 14850716 14976902 15706243 14791308 14976902 15708803 15706536 14723726 15252363 14858370 14852992 14720387 14925495 15710881 14847406 14782092 15252358 14976919 15710881 14850444 14854334 14788755 14976918 15710908 14785209 14854334 14788755 14849923 15640254 14846085 14783159 15252363 15641759 14844558 14856361 14859141 14714302 14849152 14853785 15252363 15710367 14785422 14854553 14717871 15709098 15710881 14856354 14844592 14849419 14858639 14853021 14791612 14847407 15697841 15252358 14976919 14784128 14846128 14784674 15706277 14976918 14846864 14925227 14976902 14859960 14856345 14784128 14846128 14728340 14784923 14784674 15706277 14976919 15709098 15710881 15706534 14723472 14976918 14858412 15632280 15706534 14723472 14846850 14716555 14780348 14924976 14846093 14849923 15640254 14725001 15638190 14976919 14726585 14858926 14791612 14847407 14976918 14925706 14854557 14785432 14925753 15705739 14785422 14852753 14791612 14847407 15252363 14726585 14858926 14853021 14853021 15252363 14721979 14716590 14853021 14853021 15252363 14723726 14924455 14785186 14781624 15252358 14716854 14792378 15710881 15252363 14779572 14925495 15710881 15252363 14858166 14717871 14792378 15710881 14781858 14924976 14853024 14844591 15252358 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42 42
591,14783134 15697333 14854817 14925479,110 83 102 107 108 110 83 102 107 108 110 88 70 105 99 117 104 110 99 110 83 102 107 108 110 83 102 107 108 110
592,14794687 14782344,14853024 14786237 14779040 70 87 87 88 70 105 99 117 104 110 99 14853024 14786237 14779040 14780567 14924188 14792109 14790838 14794664 14727561 14854553 14782641 15641759 15632280 15705739 14779522 15252363 75 98 113 98 107 42 53 15705739 14779522 15252363 15709093 14728328 14714026 14714302 14782903 15634620 15252363 15708803 14794135 14844591 15637157 14976901 15704193 15639958 14720179 14783914 14785418 14847398 15252363 14925705 14849930 14854577 14853024 81 14781842 15640249 15710358 15708314 14721468 14854553 14782641 14925205 14847407 14780834 15704225 14976901 14783400 14781318 14853021 14847935 14848641 15634605 14717874 14925219 14786452 15252363 14720179 14780834 14925495 14846609 14720159 14925703 14781326 14925219 14786452 15252363 15699333 14719878 52 55 34 14720387 14925708 14846610 14782641 15634611 14976901
593,14782903 15634620 15638402 15706300,14786237 14717874 14785469 14851759 14925245 88 80 98 101 70 87 78 14786237 14717874 14785469 14851759 14925245 88 80 98 101 70 87 78
594,15632285 15706536 14721977 14925219,14727356 15706262 14716048 70 87 87 14782848 14788260 14844591 14782848 14727356 15706262
595,14786237 15697082 14722731 14924977,15699637 14854807 14715276 88 110 104 116 14853024 15706266 15699637 14854807 14721977 14925219 14850444 14924694 15634613 14794687 14782344
596,14924216 14781104 14717848 14791612,14782848 14854800 15706282 15636660 14925205 15710891 14856354 14844592 15697796 15706258 15706282 15636660 15710891 14782848 14854800
597,14726332 14728344 14854542 14844591,52 49 55 99 104 100 14925741 14925245 14851257 14925473 15638913 88 102 105 99 117 104 110 99 14782848 14724263 14720387 14784159 14846097 14976902 15638402 15706300
598,14786237 15697082 14722731 14924977,14851228 15697555 14786452 14844093 15705739 14851228 15697555 14786452 14844093 15705739
599,14847385 14844587 14848641 14847398,14851258 14792598 14924436 15709103 14791308 15706258 15631777 14782848 14845602 14859696 14924436 15709103 14791308 15706258 14859956 14846135 14786472 15632261 14717871 14925193 14782358 14851258 14849923 14728608 14924436 15697333 15631535 15634607 14720150 14791308 14925738 14858372 47 14724254 46 15710364 15705739 14851258 14792598 14924436 15709103 14720150 14791308 14849419 14851258 14792598 14924436 15709103 14787719 14791308 14856354 14924443 14720387 15710888 14924977 14726332 14728344
600,14847385 14844587 14848641 14847398,15635128 15703742 15639939 15705218 14716559 14785451 15706282 15636660 14849935 14782359 70 87 78 39 70 85 74 39 70 105 99 117 104 110 99 53 41 53 53 55 54 63 42 54 54 42 52 55 15252363 15710084 14783155 14925757 15252381 15635128 15703742 15639939 15705218 14716559 14785451
601,14924216 14781104 14717848 14791612,15708855 15632010 14727561 14851258 15699126 15706282 15708855 15632010 14727561 14851258 15699126 15706282
602,14786237 15697082 14722731 14924977,14846143 14785469 14716559 88 102 105 99 117 104 110 99 14925757 14717871 14782384 14780567 14924188 14782903 15709088 14720387 15706282 15636660 14783914 14781858
603,14924216 14781104 14717848 14791612,14858665 14782092 15706282 15697548 14925245 14782631 15637915 14722442 14925219 14791302
604,14786237 15697082 14722731 14924977,15702917 15710649 15710649 88 102 105 99 117 104 110 99 14860201 14847406 14858412 15632277 14849695 14858412 15632280 14858898 14844578 14782092 14785469 14846128 14722950
605,14924216 14781104 14717848 14791612,14851258 14854817 14854554 14844607 15710359 15705739 14925193 14791344 14923942 14786237 15697082 14717874 15704193 14925709 14720387 14851258 14854817 14783134 15697333 15710888 14924977 14976901
606,14786237 15697082 14722731 14924977,14785937 14857864 14859667 14717871 14850237 14925193 14859956 14785208 14717874 15696790 15252363 14850991 14846908 15638181 14717058 14859661 14851005 14786216 14925708 15252363 14925757 14717058 14925245 14780567 14924188 14782903 15634620 14846093 14720191 14844596 15708803 15706536 14720387 14782848 14854800 14785424 15706300 14785418 14847398
607,15630486 15702410 14718849 15709093,14858412 14849963 14858120 15706291 88 102 105 99 117 104 110 99 14782092 14785469 14719884 14925473 15710888 14924977 15252363 14846850 14781611 14721468 14728632 14849419 14850991 14728632 14719884 14925473 14976901
608,14844093 15705739 14854331 15699885,14844856 14724258 14783106 14925196 14785469 88 102 105 99 117 104 110 99 14728350 14844856 14724258 15706549 14783106 14925196 14720387 14783106 14925196 14785469
609,14844093 15705739 14854331 15699885,15706282 15636660 14785469 14851759 14925245 49 49 52 52 15706282 15636660 14853009 14849723 14785469 14851759 14925245
610,15632285 15706536 14721977 14925219,15698579 14859696 14786237 15697082 14924436 14787719 14724254 14925703 14789561 15696045 14847406 14924436 14787719 15706553 14852992 15252363 14846120 14924962 14787719 14791308 14925245 14924436 14720387 14858372 14715264 14976902 15705735 14846348 14976902 15711660 15641759 14976902 14924436 15630474 14976902 14924436 15696773 14723726 14781312 14788480 15252363 14854334 14787719 14791308 14728340 14784923 14728350 14844093 14847873 14784919 14781858 14849677 14976901
611,14924216 14781104 14717848 14791612,14717874 15706266 14844290 14854590 15706241 14847916 53 14788542 14781097 14717874 15706266 15632285 15706266 14858898 15636660 15252363 15706241 14847916 15710095 15706266 14844290 14854590
612,15630486 15702410 14718849 15709093,99 98 113 55 53 14859649 14924446 14859955 14858900 14924941 14925713 14717579 43 14846596 14724792 14925696 14724792 43 14848936 14785422 15642283 14857862 14925706 14724792 14976901 14851239 14925757 14783106 14925196 14846102 14717848 14850991 14859649 14851258 43 15697803 15631780 14924426 14717058 14925245 14858639 14852773 14924175 14850999 14781602 14785422 14925185 14853021 14844093 14785186 14720387 14925703 14782381 14717848 14849722 43 14782087 14924962 14846097 14849930 14925757 61 14859649 14924446 14859955 42 42 14858639 14785422 14925478 14850968 14792595 14780072 14720387 14849930 14854800 14976901 14859955 15710908 14720387 14717058 14925245 43 14851239 14925757 14925703 14789542 14788780 14925706 14779272 14853009 14720387 14728328 14846337 43 15630474 14717848 14847927 14925703 14925741 14854539 14844591 14925706 14849931 14720387 14925713 14717579 43 14782359 14925757 14785453 14785186 14859649 14851258 14924712 14716850 14859675 14925703 14925741 14859953 14925706 14844558 14858926 14720387 14721158 14717848 14854807 14976901 14923945 15705739 14782631 14849930 14847384 15706247 43 15712136 15708596 14925227 15631546 14854559 14851005 43 14728352 14782136 14859673 14853024 14848641 14851237 15042465 15042465 15698820 15634613 43 14846850 15705278 14850991 14924945 14785415 14853009 15637157 14720387 14786472 14925703 14857861 15630486 14844558 15634605 15634605 14720387 14728639 15705764 43 14728639 15705764 14925708 15637157 14786472 15637145 14860223 14847933 14719931 14924472 14925245 14791302 14791853 14720387 15699362 14785452 43 15699362 14785452 14925708 15637157 14786472 14717851 14858640 14846102 15696572 14720387 14792126 14925708 15637157 14786472 15699105 14852785 14792126 43 14852785 14791086 14782631 14788755 14720387 14788757 15698600 14853300 43 14853300 14720387 14925738 15634611 14846643 14785422 15631780 14925455 14925703 14781886 14925225 14844558 15042465 15042465 14925245 15631546 14786472 14853002 14785157 14720387 43 39 14854334 14925193 14859649 14851258 14720387 14720697 14852244 14785186 15706291 43 14719884 14847927 14720387 14786472 14924945 15630486 14844558 15634605 15634605 14720387 14853009 15705764 43 14854334 14925193 15698820 15634613 14720387 14783115 14925245 14785186 15706291 43 14719884 14847927 14720387 14846643 14786472 15710366 14857861 14853009 15705764 14925708 15637157 15710620 15710628 14720387 15699362 14785452 15042465 15042465 39 39 39 14850991 15710366 14925741 14846124 15698820 15634613 14720387 14859955 15710908 14925245 14720387 14782359 15635128 15708328 14725004 15630475 43 14859649 14851258 14844071 14846598 14859955 15708848 14924680 14720387 14717884 14846640 14779045 14779045 14850999 14849679 14715319 14844093 14785186 14976901 39 14844071 14846598 14859955 14720387 14846337 14725004 15630475 43 14782358 14924971 14719884 14847927 14720387 14786472 14925710 14924964 15639689 14925206 14925245 14716590 14720387 15708848 15708848 15701946 15701946 14976902 15710889 15710891 14785715 14785720 14976901 14925731 14785190 14728632 14726053 43 15698820 15634613 14720387 14782359 15635128 14976902 14846129 15710908 14719886 14720387 14925703 14717848 15709096 14724792 14719623 14783155 14925741 14858120 15706291 43 14925703 14786441 14925703 14785936 43 14781837 14844071 14846598 14859955 14720387 14859649 14851258 15639689 15637679 14858170 14780602 14844593 14925738 14976901 14785451 14859667 14717871 14860223 14717871 14847384 15697082 15252381 39 54 41 14724263 15699333 15708340 15710891 15252363 14714302 14844092 14724263 15699333 14849930 14846120 14924988 14779272 14847872 14781093 15696052 15637896 15632270 14724263 15699333 15252380 39 39 53 41 14846120 14924962 15706553 14727849 14854800 14924436 14976902 14854800 14846128 14976902 15705739 15708314 14976902 14786472 14849953 14785422 14727356 15640242 14847407 14717884 14723726 14847384 15697082 15252358 52 41 14846120 14790844 14847399 15696045 14854557 14925454 14925473 14723769 15252363 14783409 15700104 14848411 14789541 14720387 14724263 15699333 14789042 15701946 15252380 39 51 41 14844591 14857864 15638402 15706300 14847384 15697082 39 50 41 14846120 15696045 14854557 14925454 15638402 15706300 14717579 15637157 14925756 15639967 39 49 41 14846120 15710084 15699333 14719884 14925473 14782641 14720387 14857864 14859922 14925225 14859681 39 48 41 15696045 14847407 15706551 14858369 15638402 15706300 15710364 14859681 15252363 14782910 14924216 14925708 14789542 15704197 14719884 39 63 41 14853019 15634611 14790566 14859144 15252367 15706542 14853019 14786205 15638402 15706300 14785715 14847399 15710908 14785209 15252366 39 62 41 14781602 14785422 14925696 14785451 14850991 14728632 14925473 14859668 15252363 14846093 14782641 14785715 14782903 14785415 14782903 14976902 14785415 14714026 14844290 14854590 54 55 41 14850991 14728632 14925473 14859668 14846120 14924962 14784411 14726053 15252358 39 54 54 41 14850991 14728632 14925473 14859668 14846120 14924962 15632270 14781614 14786472 14849953 14925708 15710906 14851257 14925473 14858118 15637157 15252363 14925757 14781326 14791302 15630472 15706534 15709118 14720387 14717871 14782384 14925716 15634607 15706553 15706534 15252358 54 53 41 14850991 14728632 14925473 14859668 14847399 14844578 15706243 15706557 14976902 14782100 14847873 14847384 15697082 15252363 14846120 14924962 14847873 14925228 14847927 14785715 14853021 14859956 14846135 15252358 39 54 53 41 14850991 14728632 14925473 14859668 14781326 14713504 14851257 14925473 14714026 14859681 14786237 15697082 14780821 14859656 15252358 14785715 14853021 14847384 15697082 14925706 15697082 14858170 15710391 15252363 14723726 14858626 14779823 14720387 14846102 14780831 15042465 15042465
613,14786237 15697082 14722731 14924977,15645086 14850185 15705744 15632020 14847385 42 14854565 14782384 14850991 14717871 14847160 14847407 42 53 55 55 55 55 15645086 14850185 15705744 15632020 14847385 15640254 14720169
614,14783134 15697333 14854817 14925479,14858120 102 14925700 14846128 15697318 14721711 14858120 102 14925216 14849158 14854565 14785418
615,14786237 15697082 14722731 14924977,14782392 14786456 14858120 14719896 88 70 105 99 117 104 110 99 14782392 14794135 14851257 14716544 15637633 14849935
616,14786237 15697082 14722731 14924977,79 110 96 111 65 110 113 98 88 110 72 84 14782638 14783134 15699126 15706282
617,14856354 14844592,14846864 14853024 14846908 15708546 14853303 15706282 15636660 14717871 14925193 119 100 14724264 14846116 15706282 15636660 14848931 15630741 14976902 15706241 14847916
618,14847385 14844587 14848641 14847398,87 87 15646140 14858113 87 87 15646140 14858113 14786472 86 15646140 14858113 14720387 14728376 15699637 14859667 14717871 14976901 14782631 15637383 14925709 14727830 15252363 14858166 14846120 14924962 14849419 14849711 14851251 14720387 14785420 14846092 14925703 15708848 14784404 15646140 14858113 15252363 14844593 14924945 14925245 15710367 14846120 14924962 14781624 15708848 14786237 15697082 14782092 14785469 14782353 87 70 67 14785186 14849687 14848397 14847406 14782367 14976901 54 41 15710612 14844578 14717871 14782384 14849930 14849419 14854273 14722950 14925452 14849929 15252363 14720700 14858898 14859953 15710361 14780834 14847927 80 78 65 78 14976901 14925706 15637383 15704454 14925709 14727830 15252363 14925706 15637383 15704454 14727830 14728347 14791302 15630472 15252363 14719896 14789284 14854539 14844591 14844554 15709118 14976901 53 41 14925708 15710906 14976902 14854542 15705218 14859953 14782100 14859143 14789283 14859667 14717871 14976901 52 41 14859651 14854577 14714302 14844092 14784129 14783621 14846135 15252363 14844033 14852992 15710345 14780834 14781334 14782367 14976901 51 41 14785186 14854585 14714302 14844092 14781334 14782367 15697794 15252363 14784128 14925703 14784128 15252363 14782137 14847927 15711660 15710654 15646140 14792126 15252363 14859143 14852236 14781334 14782367 14849952 14976901 50 41 14848673 14848673 15638424 14849695 14714302 14844092 14781334 14782367 15697794 15252363 14846120 14924962 14854553 14782641 15704197 15708808 15252363 14849687 14848397 14847406 14856070 14976901
619,14786237 15697082 14722731 14924977,14924701 15706291 15706266 14720387 15703709 14781592 15697798 14855809 14924701 15706291 15706266 14720387 15703709 14781592 15697798 14855809
620,14786237 15697082 14722731 14924977,14721192 14785455 14785469 14851759 14925245 79 67 14925703 14789561 14786237 15697082 14720387 14721192 14785455 14785469 14851759 14925245
621,14844093 15705739 14854331 15699885,14858412 15634601 42 70 105 99 117 104 110 99 14846908 14717848 14782092 14785469 14851225 14723731 15634601 15639967 14854565 14782384 14724264
622,14786237 15697082 14722731 14924977,14846608 14925227 14844588 14847661 15709098 14721711 14785469 14717871 14925193 14718849 14846102 14859664 14924962 14846093 14714028 14784660 14859664 15709098 14721711 14785469 14924472 14717871
623,14924216 14781104 14717848 14791612,79 114 107 108 14717871 14925193 14847399 14792126 14925725 14847398 14720387 15696045 14847406 14785418 14847398 14859956 14846135
624,14924216 14781104 14717848 14791612,14924444 14791826 14925245 14717848 14924444 14859160 14854807 14859143 14846102 15252363 14783159 14846598 14925696 14924444 14854817 14923945 15705739 15708803 14782878 15252363 14924962 15042459 14780567 14924188 14925703 14925741 14794626 14844039 14859651 14925730 14720387 14854817 14924444 15632020 14851005 15042458 14925757 14854544 14782639 15252363 14925757 14846598 14782910 14848387 14923942 14924444 14846092 15252363 14780567 14924188 14844591 15637157 14720387 14976902 14844592 14785422 14925703 14854557 14924976 14845883 14720387 14924444 14854817 14846093 14923945 15705739 15708803 14782878 15252363 14785715 14925757 14850991 14854577 14857858 14853292 14780567 14924188 14923945 15705739 14782910 14924216 14976901
625,15632285 15706536 14721977 14925219,70 84 85 14855573 14924436 15706241 14847916 52 15706282 15636660 14782848 14854800 15706241 14847916
626,14844093 15705739 14854331 15699885,15710881 14844338 14787719 14791308 14853024 14860175 88 70 105 99 117 104 110 99 15705739 15710881 14924973 15705775 15252363 14783106 15637915 14787719 14791308 15252363 15705739 14725004 15706551 14858898 15252363 14792126 15697808 14728344 15706534
627,15632285 15706536 14721977 14925219,15637896 15705739 15706297 14854021 88 102 105 99 117 104 110 99 15042459 15637896 15705739 15706297 14854021 15042458 14786472 14925703 14789561 15637633 14850991 14728632 15706297 14725004 14976902 14854817 14925479 15708803 14794135 14976902 14854817 14925479 14785418 14847398 14925193 14925703 14924436 14720387 14925205 14847407 14859144 15696045 14925756 14854817 14925479 15710888 14924977 15252363 14925464 14786472 15042459 14853009 14783134 14721977 15706297 14725004 14925738 14858372 15042458 14720387 14721212 14847407 14716559 14859667 14717871 14976901 15706274 14859667 14717871 14844546 14847873 14847918 14717871 14721212 14847407 14859956 14846135 14716606 14714302 15252363 14728340 14849935 14925709 14791344 14853009 15706282 14783134 15697333 14844093 14716559 14721977 14785156 14856070 14783134 14785175 15708803 14794135 15252363 14925757 14854817 14925479 15697794 14780567 14924188 14791090 14720145 14849963 14976902 15706291 14976902 15706300 14976902 14844318 14976902 15706262 14723726 14853021 14728371 14859681 14781831 15697082 15706538 14728324 14859956 14846135 14976901 14859956 14846135 15706553 15706534 14859197 15710084 14854817 14925479 15697794 14720387 14925756 14924436 14850999 14924426 15252363 14854817 14925479 15697794 15698352 14846097 14719138 15706241 14925706 14844298 14786472 14846610 14849942 14714507 15710612 14720387 15710336 14725004 15252363 15697803 14786472 14850991 14925705 14859956 14846135 14976902 14925705 14849931 14854817 14976902 14925705 14783134 14860175 14925452 15634611 14925219 14791302 14976902 14846600 14924443 14976902 14724249 15708828 15710336 14725004 14925738 15696045 14782358 14859453 14784899 14976902 15696045 14782358 14844290 14846865 14720387 15710336 14725004 14976901 14849931 14782641 14859956 14846135 15706553 15706534 14844603 15640249 14850991 14788518 14783134 14860175 14846085 14925705 14854817 14925479 15637383 14792325 15252363 14780567 14924188 14715050 14728608 14786949 14858418 15252363 14846120 14924962 14854553 14715319 14785451 14715050 14854817 14717848 14720387 14850991 14728632 15710594 14854331 14976902 14854553 14782641 14720150 14780832 14976902 14858412 14781104 14728344 15706534 14723726 14847384 15697082 14976901
628,14786237 15697082 14722731 14924977,14844556 15708328 14858672 14785418 14847398 14785469 14851759 14925245 14925756 15704454 14859667 14717871 14925193 15635633 15705739 14976902 14848641 14851005 14723726 15639937 14850200 15252363 14788543 14858372 14847384 15697082 15637633 14925738 14925193 15706282 15636660 14925725 14847398 14849455 15706277 14849419 14854331 15699885 15639937 15708328
